"terminal","servicetype","departures","waitingtimeminutes","journeytimeminutes","delayreason","retrievaldate","latitude","longitude","trend"
"UK","normal",5,0,60,"none/unknown","2018-02-23 03:12:56.652",51.0963,1.13505,"stable"
"F","normal",7,0,60,"none/unknown","2018-02-23 03:12:56.783",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-23 03:42:55.975",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-23 03:42:56.109",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-23 04:13:13.602",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-23 04:13:13.736",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-23 04:42:57.19",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-23 04:42:57.339",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-23 05:13:00.328",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-23 05:13:00.461",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-23 05:42:56.74",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-23 05:42:56.875",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-23 06:13:11.396",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-23 06:13:11.533",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-23 06:42:57.867",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-23 06:42:58",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-23 07:12:56.952",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-23 07:12:57.093",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-23 07:42:55.395",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-23 07:42:55.551",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-23 08:12:57.839",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-23 08:12:57.971",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-23 08:42:56.362",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-23 08:42:56.495",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-23 09:12:56.377",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-23 09:12:56.513",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-23 09:42:55.73",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-23 09:42:55.87",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-23 10:12:56.718",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-23 10:12:56.866",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-23 10:42:55.474",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-23 10:42:55.631",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-23 11:12:55.251",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-23 11:12:55.384",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-23 11:42:56.444",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-23 11:42:56.58",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-23 12:13:08.707",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-23 12:13:08.841",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-23 12:43:11.38",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-23 12:43:11.514",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-23 13:12:58.438",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-23 13:12:58.572",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-23 13:31:13.358",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-23 13:31:13.493",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-23 13:43:10.068",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-23 13:43:10.162",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-23 14:13:08.703",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-23 14:13:08.799",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-23 14:42:58.348",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-23 14:42:58.447",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-23 15:12:57.255",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-23 15:12:57.352",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-23 15:42:54.119",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-23 15:42:54.216",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-23 16:13:10.615",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-23 16:13:10.712",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-23 16:42:58.188",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-23 16:42:58.283",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-23 17:12:56.887",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-23 17:12:56.982",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-23 17:42:55.792",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-23 17:42:55.897",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-23 18:13:08.544",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-23 18:13:08.638",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-23 18:42:56.699",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-23 18:42:56.822",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-23 19:12:55.949",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-23 19:12:56.044",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-23 19:42:53.959",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-23 19:42:54.065",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-23 20:13:12.776",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-23 20:13:12.923",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-23 20:42:58.313",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-23 20:42:58.409",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-02-23 21:13:17.61",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-23 21:13:17.731",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-23 21:42:55.889",51.0963,1.13505,"stable"
"F","normal",1,0,60,"none/unknown","2018-02-23 21:42:55.986",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-23 22:13:11.294",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-23 22:13:11.389",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-02-23 22:42:57.522",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-23 22:42:57.616",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-23 23:12:56.265",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-23 23:12:56.371",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-02-23 23:42:55.653",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-23 23:42:55.756",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-24 00:13:10.711",51.0963,1.13505,"stable"
"F","normal",1,0,60,"none/unknown","2018-02-24 00:13:10.815",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-24 00:42:55.92",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-24 00:42:56.017",50.9239,1.81604,"stable"
"UK","normal",1,0,60,"none/unknown","2018-02-24 01:12:56.297",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-24 01:12:56.412",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-24 01:42:54.979",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-24 01:42:55.121",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-02-24 02:13:10.195",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-24 02:13:10.29",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-24 02:43:08.286",51.0963,1.13505,"stable"
"F","normal",1,0,60,"none/unknown","2018-02-24 02:43:08.38",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-24 03:12:54.679",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-24 03:12:54.774",50.9239,1.81604,"stable"
"UK","normal",1,0,60,"none/unknown","2018-02-24 03:42:55.672",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-24 03:42:55.766",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-24 04:13:11.468",51.0963,1.13505,"stable"
"F","normal",1,0,60,"none/unknown","2018-02-24 04:13:11.564",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-24 04:42:56.226",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-24 04:42:56.321",50.9239,1.81604,"stable"
"UK","normal",1,0,60,"none/unknown","2018-02-24 05:12:57.216",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-24 05:12:57.311",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-24 05:42:56.144",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-02-24 05:42:56.387",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-24 06:13:12.909",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-24 06:13:13.027",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-24 06:43:05.77",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-24 06:43:05.872",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-24 07:12:54.584",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-24 07:12:54.68",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-24 07:42:56.591",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-24 07:42:56.687",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-24 08:13:06.307",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-24 08:13:06.419",50.9239,1.81604,"stable"
"UK","normal",6,0,60,"none/unknown","2018-02-24 08:42:56.029",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-24 08:42:56.124",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-24 09:12:55.437",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-24 09:12:55.54",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-24 09:42:53.948",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-24 09:42:54.051",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-24 10:13:10.111",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-24 10:13:10.212",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-24 10:42:57.237",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-24 10:42:57.352",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-24 11:12:57.056",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-24 11:12:57.156",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-24 11:42:55.33",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-24 11:42:55.432",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-24 12:12:57.476",51.0963,1.13505,"stable"
"F","normal",5,0,60,"none/unknown","2018-02-24 12:12:57.571",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-02-24 12:42:55.788",51.0963,1.13505,"stable"
"F","normal",6,0,60,"none/unknown","2018-02-24 12:42:55.883",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-24 13:12:55.33",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-24 13:12:55.43",50.9239,1.81604,"stable"
"UK","normal",5,0,60,"none/unknown","2018-02-24 13:42:55.8",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-24 13:42:55.902",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-24 14:13:11.259",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-24 14:13:11.356",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-24 14:42:58.096",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-24 14:42:58.207",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-24 15:12:57.883",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-24 15:12:57.982",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-24 15:42:56.319",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-02-24 15:42:56.422",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-02-24 16:13:10.106",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-24 16:13:10.212",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-02-24 16:42:58.023",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-24 16:42:58.146",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-24 17:12:55.784",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-24 17:12:55.904",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-24 17:42:56.855",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-02-24 17:42:56.966",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-02-24 18:13:06.648",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-24 18:13:06.763",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-02-24 18:42:54.98",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-24 18:42:55.14",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-02-24 19:12:54.976",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-24 19:12:55.136",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-24 19:42:54.55",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-24 19:42:54.644",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-24 20:13:10.869",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-24 20:13:10.983",50.9239,1.81604,"stable"
"UK","normal",4,0,60,"none/unknown","2018-02-24 20:42:57.449",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-24 20:42:57.569",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-02-24 21:12:56.255",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-02-24 21:12:56.354",50.9239,1.81604,"stable"
"UK","normal",1,0,60,"none/unknown","2018-02-24 21:42:56.473",51.0963,1.13505,"stable"
"F","normal",1,0,60,"none/unknown","2018-02-24 21:42:56.579",50.9239,1.81604,"stable"
"UK","normal",1,0,60,"overrunning planned Tunnel maintenance","2018-02-24 22:13:12.191",51.0963,1.13505,"stable"
"F","delayed",1,0,120,"none/unknown","2018-02-24 22:13:12.307",50.9239,1.81604,"increasing"
"UK","normal",1,0,60,"none/unknown","2018-02-24 22:42:56.192",51.0963,1.13505,"stable"
"F","delayed",1,0,150,"none/unknown","2018-02-24 22:42:56.411",50.9239,1.81604,"increasing"
"UK","normal",1,0,60,"none/unknown","2018-02-24 23:12:56.72",51.0963,1.13505,"stable"
"F","delayed",1,0,150,"none/unknown","2018-02-24 23:12:56.838",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"none/unknown","2018-02-24 23:42:56.266",51.0963,1.13505,"increasing"
"F","delayed",1,0,150,"none/unknown","2018-02-24 23:42:56.381",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"none/unknown","2018-02-25 00:13:11.576",51.0963,1.13505,"stable"
"F","delayed",1,0,150,"none/unknown","2018-02-25 00:13:11.696",50.9239,1.81604,"stable"
"UK","normal",1,0,60,"none/unknown","2018-02-25 00:42:56.235",51.0963,1.13505,"decreasing"
"F","delayed",1,0,150,"none/unknown","2018-02-25 00:42:56.341",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"none/unknown","2018-02-25 01:12:58.271",51.0963,1.13505,"increasing"
"F","delayed",1,0,120,"none/unknown","2018-02-25 01:12:58.379",50.9239,1.81604,"decreasing"
"UK","delayed",1,0,120,"none/unknown","2018-02-25 01:43:06.637",51.0963,1.13505,"stable"
"F","delayed",2,0,120,"none/unknown","2018-02-25 01:43:06.752",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"none/unknown","2018-02-25 02:13:10.549",51.0963,1.13505,"stable"
"F","delayed",1,0,120,"none/unknown","2018-02-25 02:13:10.67",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"none/unknown","2018-02-25 02:42:57.582",51.0963,1.13505,"stable"
"F","delayed",1,0,120,"none/unknown","2018-02-25 02:42:57.698",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"none/unknown","2018-02-25 03:12:55.944",51.0963,1.13505,"stable"
"F","delayed",1,0,120,"none/unknown","2018-02-25 03:12:56.07",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"none/unknown","2018-02-25 03:42:55.759",51.0963,1.13505,"stable"
"F","delayed",1,0,180,"none/unknown","2018-02-25 03:42:55.883",50.9239,1.81604,"increasing"
"UK","delayed",1,0,120,"none/unknown","2018-02-25 04:12:56.249",51.0963,1.13505,"stable"
"F","delayed",1,0,180,"none/unknown","2018-02-25 04:12:56.371",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"none/unknown","2018-02-25 04:42:56.252",51.0963,1.13505,"stable"
"F","delayed",1,0,180,"none/unknown","2018-02-25 04:42:56.373",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"none/unknown","2018-02-25 05:12:55.37",51.0963,1.13505,"stable"
"F","delayed",1,0,180,"none/unknown","2018-02-25 05:12:55.488",50.9239,1.81604,"stable"
"UK","delayed",1,0,120,"none/unknown","2018-02-25 05:42:57.417",51.0963,1.13505,"stable"
"F","delayed",3,0,180,"none/unknown","2018-02-25 05:42:57.521",50.9239,1.81604,"stable"
"UK","normal",0,0,0,"overrunning planned Tunnel maintenance","2018-02-25 06:12:56.549",51.0963,1.13505,"decreasing"
"F","delayed",3,0,180,"overrunning planned Tunnel maintenance","2018-02-25 06:12:56.661",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"overrunning planned Tunnel maintenance","2018-02-25 06:42:56.212",51.0963,1.13505,"increasing"
"F","delayed",2,0,180,"high demand","2018-02-25 06:42:56.34",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-25 07:12:57.272",51.0963,1.13505,"stable"
"F","delayed",3,0,150,"high demand","2018-02-25 07:12:57.388",50.9239,1.81604,"decreasing"
"UK","normal",3,0,60,"none/unknown","2018-02-25 07:42:57.185",51.0963,1.13505,"stable"
"F","delayed",3,0,150,"high demand","2018-02-25 07:42:57.308",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-25 08:13:09.837",51.0963,1.13505,"stable"
"F","delayed",3,0,150,"high demand","2018-02-25 08:13:09.958",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-25 08:42:56.227",51.0963,1.13505,"stable"
"F","delayed",4,0,120,"high demand","2018-02-25 08:42:56.325",50.9239,1.81604,"decreasing"
"UK","normal",3,0,60,"none/unknown","2018-02-25 09:12:57.456",51.0963,1.13505,"stable"
"F","normal",4,0,60,"none/unknown","2018-02-25 09:12:57.564",50.9239,1.81604,"decreasing"
"UK","normal",3,0,60,"none/unknown","2018-02-25 09:42:56.417",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-25 09:42:56.52",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-25 10:13:10.588",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-25 10:13:10.695",50.9239,1.81604,"stable"
"UK","normal",3,0,60,"none/unknown","2018-02-25 10:42:57.568",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-02-25 10:42:57.688",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-02-25 11:12:57.483",51.0963,1.13505,"stable"
"F","normal",2,0,60,"none/unknown","2018-02-25 11:12:57.584",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-02-25 11:42:55.752",51.0963,1.13505,"stable"
"F","normal",3,0,60,"none/unknown","2018-02-25 11:42:55.847",50.9239,1.81604,"stable"
"UK","normal",2,0,60,"none/unknown","2018-02-25 12:13:11.75",51.0963,1.13505,"stable"
